
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-6-1,39,31,22,0,-6,-13,24,14,3,1016,1010,1008,16,16,16,34,14,45,0.00,0,,210<br />
2015-6-2,39,30,21,3,-3,-8,22,14,5,1015,1009,1006,16,16,16,29,13,42,0.00,0,,220<br />
2015-6-3,38,29,21,-2,-7,-15,19,11,3,1009,1007,1004,16,16,16,34,14,48,0.00,0,,202<br />
2015-6-4,36,28,20,13,1,-9,49,29,9,1014,1008,1007,16,16,16,39,15,52,T,2,Rain,145<br />
2015-6-5,36,29,22,13,9,5,53,35,16,1013,1008,1005,16,16,16,39,14,48,T,3,,167<br />
2015-6-6,37,29,20,12,7,3,53,33,12,1012,1007,1005,16,16,11,47,18,90,0.00,0,,219<br />
2015-6-7,38,29,20,6,4,3,36,24,11,1014,1008,1006,16,16,16,26,11,37,0.00,0,,283<br />
2015-6-8,37,30,22,18,4,1,51,31,11,1016,1010,1006,16,16,16,45,11,55,0.51,2,Rain,279<br />
2015-6-9,32,27,21,19,18,17,90,67,44,1012,1010,1006,16,16,16,35,13,43,4.83,4,Rain,246<br />
2015-6-10,35,29,22,19,16,12,79,53,26,1013,1008,1004,16,16,16,26,10,39,0.00,1,,273<br />
2015-6-11,36,29,22,15,11,0,66,41,16,1012,1008,1004,16,16,16,21,10,,0.00,1,,272<br />
2015-6-12,38,29,21,3,1,-2,27,18,8,1011,1005,1002,16,16,16,21,8,26,0.00,0,,207<br />
2015-6-13,38,30,21,6,0,-6,26,17,7,1009,1004,1001,16,16,16,27,10,39,0.00,0,,184<br />
2015-6-14,39,31,22,6,4,0,35,22,9,1010,1005,1002,16,16,16,24,10,32,0.00,0,,12<br />
2015-6-15,42,33,23,7,4,-1,33,20,7,1013,1006,1004,16,16,16,26,10,37,0.00,0,,306<br />
2015-6-16,42,33,24,8,5,0,28,18,8,1015,1009,1005,16,16,16,27,10,34,0.00,0,,60<br />
2015-6-17,43,34,24,10,3,-1,35,21,7,1015,1008,1005,16,16,16,34,13,43,0.00,0,,282<br />
2015-6-18,43,34,26,3,2,0,23,15,7,1014,1008,1006,16,16,16,34,12,42,0.00,0,,303<br />
2015-6-19,43,34,26,3,0,-3,21,14,7,1014,1008,1004,16,16,16,29,12,39,0.00,0,,251<br />
2015-6-20,43,34,24,15,0,-7,32,19,5,1009,1007,1005,16,16,16,26,11,34,0.00,0,,240<br />
2015-6-21,41,34,28,13,9,6,40,26,12,1017,1010,1006,16,16,16,27,14,39,0.00,0,,266<br />
2015-6-22,42,34,27,15,9,1,46,28,9,1016,1010,1006,16,16,16,42,12,53,0.00,0,,265<br />
2015-6-23,42,34,27,11,6,1,36,22,8,1011,1008,1005,16,16,16,29,12,40,0.00,0,,322<br />
